Mes,Nom mes,Any,Motiu de la denúncia,Àmbit territorial,No ratificades,Ratificades,Total
2,febrer,2015,Falta de danys,Catalunya,,4,4
3,març,2015,Sense especificar,Catalunya,,3,3
3,març,2015,Pèrdues i diversos,Catalunya,129,45,174
3,març,2015,Furt,Catalunya,285,124,409
3,març,2015,Robatori amb violència i/o intimidació,Catalunya,40,14,54
3,març,2015,Robatori amb força interior vehicle,Catalunya,22,16,38
3,març,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,19,4,23
3,març,2015,Danys,Catalunya,97,27,124
3,març,2015,Falta de furt,Catalunya,,42,42
3,març,2015,Falta de danys,Catalunya,,3,3
4,abril,2015,Sense especificar,Catalunya,,3,3
4,abril,2015,Pèrdues i diversos,Catalunya,147,62,209
4,abril,2015,Furt,Catalunya,260,108,368
4,abril,2015,Robatori amb violència i/o intimidació,Catalunya,25,15,40
4,abril,2015,Robatori amb força interior vehicle,Catalunya,19,10,29
4,abril,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,11,4,15
4,abril,2015,Danys,Catalunya,84,24,108
4,abril,2015,Falta de furt,Catalunya,,34,34
4,abril,2015,Falta de danys,Catalunya,,3,3
5,maig,2015,Sense especificar,Catalunya,,8,8
5,maig,2015,Pèrdues i diversos,Catalunya,141,48,189
5,maig,2015,Furt,Catalunya,301,147,448
5,maig,2015,Robatori amb violència i/o intimidació,Catalunya,44,11,55
5,maig,2015,Robatori amb força interior vehicle,Catalunya,18,7,25
5,maig,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,6,20
5,maig,2015,Danys,Catalunya,92,26,118
5,maig,2015,Falta de furt,Catalunya,,38,38
5,maig,2015,Falta de danys,Catalunya,,5,5
6,juny,2015,Sense especificar,Catalunya,,6,6
6,juny,2015,Pèrdues i diversos,Catalunya,163,50,213
6,juny,2015,Furt,Catalunya,337,135,472
6,juny,2015,Robatori amb violència i/o intimidació,Catalunya,46,13,59
6,juny,2015,Robatori amb força interior vehicle,Catalunya,18,11,29
6,juny,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,17,5,22
6,juny,2015,Danys,Catalunya,81,27,108
6,juny,2015,Falta de furt,Catalunya,,37,37
6,juny,2015,Falta de danys,Catalunya,,2,2
7,juliol,2015,Sense especificar,Catalunya,,5,5
7,juliol,2015,Pèrdues i diversos,Catalunya,130,57,187
7,juliol,2015,Furt,Catalunya,368,125,493
7,juliol,2015,Robatori amb violència i/o intimidació,Catalunya,39,5,44
7,juliol,2015,Robatori amb força interior vehicle,Catalunya,21,7,28
7,juliol,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,17,3,20
7,juliol,2015,Danys,Catalunya,96,25,121
7,juliol,2015,Falta de furt,Catalunya,,25,25
7,juliol,2015,Falta de danys,Catalunya,,2,2
8,agost,2015,Sense especificar,Catalunya,,5,5
8,agost,2015,Pèrdues i diversos,Catalunya,113,50,163
8,agost,2015,Furt,Catalunya,236,146,382
8,agost,2015,Robatori amb violència i/o intimidació,Catalunya,41,8,49
8,agost,2015,Robatori amb força interior vehicle,Catalunya,14,7,21
8,agost,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,4,4,8
8,agost,2015,Danys,Catalunya,59,25,84
8,agost,2015,Falta de furt,Catalunya,,25,25
8,agost,2015,Falta de danys,Catalunya,,1,1
9,setembre,2015,Sense especificar,Catalunya,,2,2
9,setembre,2015,Pèrdues i diversos,Catalunya,120,40,160
9,setembre,2015,Furt,Catalunya,278,121,399
9,setembre,2015,Furt interior vehicle,Catalunya,,1,1
9,setembre,2015,Robatori amb violència i/o intimidació,Catalunya,37,5,42
9,setembre,2015,Robatori amb força interior vehicle,Catalunya,18,8,26
9,setembre,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,10,2,12
9,setembre,2015,Danys,Catalunya,70,28,98
9,setembre,2015,Falta de furt,Catalunya,,19,19
9,setembre,2015,Falta de danys,Catalunya,,6,6
10,octubre,2015,Sense especificar,Catalunya,,7,7
10,octubre,2015,Pèrdues i diversos,Catalunya,152,39,191
10,octubre,2015,Furt,Catalunya,275,124,399
10,octubre,2015,Furt interior vehicle,Catalunya,,1,1
10,octubre,2015,Robatori amb violència i/o intimidació,Catalunya,34,6,40
10,octubre,2015,Robatori amb força interior vehicle,Catalunya,18,3,21
10,octubre,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,15,5,20
10,octubre,2015,Danys,Catalunya,98,19,117
10,octubre,2015,Falta de furt,Catalunya,,19,19
10,octubre,2015,Falta de danys,Catalunya,,2,2
11,novembre,2015,Sense especificar,Catalunya,,4,4
11,novembre,2015,Pèrdues i diversos,Catalunya,145,24,169
11,novembre,2015,Furt,Catalunya,299,110,409
11,novembre,2015,Robatori amb violència i/o intimidació,Catalunya,50,16,66
11,novembre,2015,Robatori amb força interior vehicle,Catalunya,15,6,21
11,novembre,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,15,3,18
11,novembre,2015,Danys,Catalunya,96,20,116
11,novembre,2015,Falta de furt,Catalunya,,10,10
11,novembre,2015,Falta de danys,Catalunya,,4,4
12,desembre,2015,Sense especificar,Catalunya,,1,1
12,desembre,2015,Pèrdues i diversos,Catalunya,124,37,161
12,desembre,2015,Furt,Catalunya,285,105,390
12,desembre,2015,Robatori amb violència i/o intimidació,Catalunya,35,6,41
12,desembre,2015,Robatori amb força interior vehicle,Catalunya,20,5,25
12,desembre,2015,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,17,5,22
12,desembre,2015,Danys,Catalunya,85,15,100
12,desembre,2015,Falta de furt,Catalunya,,14,14
12,desembre,2015,Falta de danys,Catalunya,,1,1
1,gener,2016,Sense especificar,Catalunya,1,3,4
1,gener,2016,Pèrdues i diversos,Catalunya,115,32,147
1,gener,2016,Furt,Catalunya,254,108,362
1,gener,2016,Robatori amb violència i/o intimidació,Catalunya,29,4,33
1,gener,2016,Robatori amb força interior vehicle,Catalunya,13,6,19
1,gener,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,6,5,11
1,gener,2016,Danys,Catalunya,73,16,89
1,gener,2016,Falta de furt,Catalunya,,20,20
1,gener,2016,Falta de danys,Catalunya,,5,5
2,febrer,2016,Sense especificar,Catalunya,1,9,10
2,febrer,2016,Pèrdues i diversos,Catalunya,132,38,170
2,febrer,2016,Furt,Catalunya,304,140,444
2,febrer,2016,Robatori amb violència i/o intimidació,Catalunya,29,7,36
2,febrer,2016,Robatori amb força interior vehicle,Catalunya,13,14,27
2,febrer,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,11,2,13
2,febrer,2016,Danys,Catalunya,94,20,114
2,febrer,2016,Falta de furt,Catalunya,,25,25
2,febrer,2016,Falta de danys,Catalunya,,4,4
3,març,2016,Sense especificar,Catalunya,,4,4
3,març,2016,Pèrdues i diversos,Catalunya,155,40,195
3,març,2016,Furt,Catalunya,294,116,410
3,març,2016,Robatori amb violència i/o intimidació,Catalunya,33,10,43
3,març,2016,Robatori amb força interior vehicle,Catalunya,13,11,24
3,març,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,15,5,20
3,març,2016,Danys,Catalunya,115,27,142
3,març,2016,Falta de furt,Catalunya,,16,16
3,març,2016,Falta de danys,Catalunya,,2,2
4,abril,2016,Sense especificar,Catalunya,,4,4
4,abril,2016,Pèrdues i diversos,Catalunya,131,31,162
4,abril,2016,Furt,Catalunya,283,112,395
4,abril,2016,Robatori amb violència i/o intimidació,Catalunya,31,6,37
4,abril,2016,Robatori amb força interior vehicle,Catalunya,20,13,33
4,abril,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,21,2,23
4,abril,2016,Danys,Catalunya,81,24,105
4,abril,2016,Falta de furt,Catalunya,,24,24
4,abril,2016,Falta de danys,Catalunya,,4,4
5,maig,2016,Sense especificar,Catalunya,,2,2
5,maig,2016,Pèrdues i diversos,Catalunya,155,38,193
5,maig,2016,Furt,Catalunya,364,124,488
5,maig,2016,Robatori amb violència i/o intimidació,Catalunya,40,10,50
5,maig,2016,Robatori amb força interior vehicle,Catalunya,31,8,39
5,maig,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,17,5,22
5,maig,2016,Danys,Catalunya,120,23,143
5,maig,2016,Falta de furt,Catalunya,,24,24
5,maig,2016,Falta de danys,Catalunya,,4,4
6,juny,2016,Sense especificar,Catalunya,,4,4
6,juny,2016,Pèrdues i diversos,Catalunya,182,42,224
6,juny,2016,Furt,Catalunya,322,137,459
6,juny,2016,Furt interior vehicle,Catalunya,,1,1
6,juny,2016,Robatori amb violència i/o intimidació,Catalunya,30,12,42
6,juny,2016,Robatori amb força interior vehicle,Catalunya,20,7,27
6,juny,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,19,5,24
6,juny,2016,Danys,Catalunya,104,28,132
6,juny,2016,Falta de furt,Catalunya,,16,16
6,juny,2016,Falta de danys,Catalunya,,4,4
7,juliol,2016,Sense especificar,Catalunya,1,3,4
7,juliol,2016,Pèrdues i diversos,Catalunya,187,49,236
7,juliol,2016,Furt,Catalunya,372,104,476
7,juliol,2016,Robatori amb violència i/o intimidació,Catalunya,47,20,67
7,juliol,2016,Robatori amb força interior vehicle,Catalunya,22,6,28
7,juliol,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,2,15
7,juliol,2016,Danys,Catalunya,99,27,126
7,juliol,2016,Falta de furt,Catalunya,,25,25
7,juliol,2016,Falta de danys,Catalunya,,4,4
8,agost,2016,Sense especificar,Catalunya,1,1,2
8,agost,2016,Pèrdues i diversos,Catalunya,155,31,186
8,agost,2016,Furt,Catalunya,310,112,422
8,agost,2016,Robatori amb violència i/o intimidació,Catalunya,33,9,42
8,agost,2016,Robatori amb força interior vehicle,Catalunya,17,5,22
8,agost,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,11,2,13
8,agost,2016,Danys,Catalunya,82,29,111
8,agost,2016,Falta de furt,Catalunya,,18,18
8,agost,2016,Falta de danys,Catalunya,,3,3
9,setembre,2016,Sense especificar,Catalunya,,2,2
9,setembre,2016,Pèrdues i diversos,Catalunya,128,39,167
9,setembre,2016,Furt,Catalunya,272,87,359
9,setembre,2016,Robatori amb violència i/o intimidació,Catalunya,24,9,33
9,setembre,2016,Robatori amb força interior vehicle,Catalunya,17,7,24
9,setembre,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,10,3,13
9,setembre,2016,Danys,Catalunya,80,34,114
9,setembre,2016,Falta de furt,Catalunya,,18,18
9,setembre,2016,Falta de danys,Catalunya,,6,6
10,octubre,2016,Sense especificar,Catalunya,,4,4
10,octubre,2016,Pèrdues i diversos,Catalunya,164,47,211
10,octubre,2016,Furt,Catalunya,317,88,405
10,octubre,2016,Furt interior vehicle,Catalunya,,1,1
10,octubre,2016,Robatori amb violència i/o intimidació,Catalunya,31,5,36
10,octubre,2016,Robatori amb força interior vehicle,Catalunya,27,5,32
10,octubre,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,4,4,8
10,octubre,2016,Danys,Catalunya,90,27,117
10,octubre,2016,Falta de furt,Catalunya,,21,21
10,octubre,2016,Falta de danys,Catalunya,,5,5
11,novembre,2016,Sense especificar,Catalunya,,3,3
11,novembre,2016,Pèrdues i diversos,Catalunya,152,39,191
11,novembre,2016,Furt,Catalunya,292,96,388
11,novembre,2016,Furt interior vehicle,Catalunya,,1,1
11,novembre,2016,Robatori amb violència i/o intimidació,Catalunya,29,6,35
11,novembre,2016,Robatori amb força interior vehicle,Catalunya,17,16,33
11,novembre,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,6,20
11,novembre,2016,Danys,Catalunya,88,36,124
11,novembre,2016,Falta de furt,Catalunya,,12,12
11,novembre,2016,Falta de danys,Catalunya,,4,4
12,desembre,2016,Sense especificar,Catalunya,,4,4
12,desembre,2016,Pèrdues i diversos,Catalunya,160,53,213
12,desembre,2016,Furt,Catalunya,305,96,401
12,desembre,2016,Furt interior vehicle,Catalunya,,1,1
12,desembre,2016,Robatori amb violència i/o intimidació,Catalunya,35,4,39
12,desembre,2016,Robatori amb força interior vehicle,Catalunya,14,5,19
12,desembre,2016,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,17,4,21
12,desembre,2016,Danys,Catalunya,106,22,128
12,desembre,2016,Falta de furt,Catalunya,,13,13
12,desembre,2016,Falta de danys,Catalunya,,3,3
1,gener,2017,Danys,Catalunya,80,30,110
1,gener,2017,Falta de danys,Catalunya,,2,2
1,gener,2017,Falta de furt,Catalunya,,19,19
1,gener,2017,Furt,Catalunya,258,104,362
1,gener,2017,Pèrdues i diversos,Catalunya,,52,52
1,gener,2017,Robatori amb força interior vehicle,Catalunya,16,5,21
1,gener,2017,Robatori amb violència i/o intimidació,Catalunya,,7,7
1,gener,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,12,2,14
1,gener,2017,Sense especificar,Catalunya,,5,5
1,gener,2017,Robatori amb força,Catalunya,36,,36
1,gener,2017,Pèrdua d'objectes,Catalunya,147,,147
2,febrer,2017,Danys,Catalunya,75,33,108
2,febrer,2017,Falta de furt,Catalunya,,15,15
2,febrer,2017,Furt,Catalunya,266,81,347
2,febrer,2017,Pèrdues i diversos,Catalunya,,34,34
2,febrer,2017,Robatori amb força interior vehicle,Catalunya,16,5,21
2,febrer,2017,Robatori amb violència i/o intimidació,Catalunya,,11,11
2,febrer,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,8,3,11
2,febrer,2017,Sense especificar,Catalunya,1,4,5
2,febrer,2017,Robatori amb força,Catalunya,37,,37
2,febrer,2017,Pèrdua d'objectes,Catalunya,147,,147
3,març,2017,Danys,Catalunya,70,17,87
3,març,2017,Falta de danys,Catalunya,,3,3
3,març,2017,Falta de furt,Catalunya,,14,14
3,març,2017,Furt,Catalunya,304,101,405
3,març,2017,Pèrdues i diversos,Catalunya,,40,40
3,març,2017,Robatori amb força interior vehicle,Catalunya,22,10,32
3,març,2017,Robatori amb violència i/o intimidació,Catalunya,,15,15
3,març,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,9,3,12
3,març,2017,Sense especificar,Catalunya,,9,9
3,març,2017,Robatori amb força,Catalunya,37,,37
3,març,2017,Pèrdua d'objectes,Catalunya,165,,165
4,abril,2017,Danys,Catalunya,70,27,97
4,abril,2017,Falta de danys,Catalunya,,3,3
4,abril,2017,Falta de furt,Catalunya,,15,15
4,abril,2017,Furt,Catalunya,238,67,305
4,abril,2017,Pèrdues i diversos,Catalunya,,45,45
4,abril,2017,Robatori amb força interior vehicle,Catalunya,16,4,20
4,abril,2017,Robatori amb violència i/o intimidació,Catalunya,,7,7
4,abril,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,25,2,27
4,abril,2017,Sense especificar,Catalunya,,6,6
4,abril,2017,Robatori amb força,Catalunya,29,1,30
4,abril,2017,Pèrdua d'objectes,Catalunya,104,,104
5,maig,2017,Danys,Catalunya,91,20,111
5,maig,2017,Falta de danys,Catalunya,,2,2
5,maig,2017,Falta de furt,Catalunya,,22,22
5,maig,2017,Furt,Catalunya,298,103,401
5,maig,2017,Pèrdues i diversos,Catalunya,,1,1
5,maig,2017,Robatori amb força interior vehicle,Catalunya,25,14,39
5,maig,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,21,8,29
5,maig,2017,Sense especificar,Catalunya,,8,8
5,maig,2017,Robatori amb força,Catalunya,43,10,53
5,maig,2017,Pèrdua d'objectes,Catalunya,182,38,220
5,maig,2017,Furt interior vehicle,Catalunya,,1,1
6,juny,2017,Danys,Catalunya,96,38,134
6,juny,2017,Falta de danys,Catalunya,,4,4
6,juny,2017,Falta de furt,Catalunya,,35,35
6,juny,2017,Furt,Catalunya,372,87,459
6,juny,2017,Robatori amb força interior vehicle,Catalunya,17,10,27
6,juny,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,17,4,21
6,juny,2017,Sense especificar,Catalunya,1,5,6
6,juny,2017,Robatori amb força,Catalunya,36,13,49
6,juny,2017,Pèrdua d'objectes,Catalunya,197,43,240
6,juny,2017,Furt interior vehicle,Catalunya,,1,1
7,juliol,2017,Danys,Catalunya,88,16,104
7,juliol,2017,Falta de danys,Catalunya,,5,5
7,juliol,2017,Falta de furt,Catalunya,,28,28
7,juliol,2017,Furt,Catalunya,356,123,479
7,juliol,2017,Robatori amb força interior vehicle,Catalunya,21,9,30
7,juliol,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,8,21
7,juliol,2017,Sense especificar,Catalunya,2,4,6
7,juliol,2017,Robatori amb força,Catalunya,34,11,45
7,juliol,2017,Pèrdua d'objectes,Catalunya,217,47,264
7,juliol,2017,Furt interior vehicle,Catalunya,,1,1
8,agost,2017,Danys,Catalunya,68,17,85
8,agost,2017,Falta de danys,Catalunya,,2,2
8,agost,2017,Falta de furt,Catalunya,,27,27
8,agost,2017,Furt,Catalunya,299,92,391
8,agost,2017,Robatori amb força interior vehicle,Catalunya,23,11,34
8,agost,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,4,18
8,agost,2017,Sense especificar,Catalunya,1,2,3
8,agost,2017,Robatori amb força,Catalunya,40,7,47
8,agost,2017,Pèrdua d'objectes,Catalunya,182,53,235
8,agost,2017,Furt interior vehicle,Catalunya,,1,1
9,setembre,2017,Danys,Catalunya,83,35,118
9,setembre,2017,Falta de danys,Catalunya,,5,5
9,setembre,2017,Falta de furt,Catalunya,,32,32
9,setembre,2017,Furt,Catalunya,336,99,435
9,setembre,2017,Robatori amb força interior vehicle,Catalunya,19,3,22
9,setembre,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,15,7,22
9,setembre,2017,Sense especificar,Catalunya,1,2,3
9,setembre,2017,Robatori amb força,Catalunya,37,14,51
9,setembre,2017,Pèrdua d'objectes,Catalunya,192,60,252
10,octubre,2017,Danys,Catalunya,90,20,110
10,octubre,2017,Falta de furt,Catalunya,,13,13
10,octubre,2017,Furt,Catalunya,319,77,396
10,octubre,2017,Robatori amb força interior vehicle,Catalunya,15,3,18
10,octubre,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,17,9,26
10,octubre,2017,Sense especificar,Catalunya,1,3,4
10,octubre,2017,Robatori amb força,Catalunya,44,13,57
10,octubre,2017,Pèrdua d'objectes,Catalunya,165,35,200
11,novembre,2017,Danys,Catalunya,87,25,112
11,novembre,2017,Falta de danys,Catalunya,,2,2
11,novembre,2017,Falta de furt,Catalunya,,21,21
11,novembre,2017,Furt,Catalunya,350,55,405
11,novembre,2017,Robatori amb força interior vehicle,Catalunya,17,8,25
11,novembre,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,20,5,25
11,novembre,2017,Sense especificar,Catalunya,1,6,7
11,novembre,2017,Robatori amb força,Catalunya,29,5,34
11,novembre,2017,Pèrdua d'objectes,Catalunya,151,47,198
12,desembre,2017,Danys,Catalunya,83,16,99
12,desembre,2017,Falta de danys,Catalunya,,2,2
12,desembre,2017,Falta de furt,Catalunya,,22,22
12,desembre,2017,Furt,Catalunya,318,66,384
12,desembre,2017,Robatori amb força interior vehicle,Catalunya,15,4,19
12,desembre,2017,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,1,17
12,desembre,2017,Sense especificar,Catalunya,,5,5
12,desembre,2017,Robatori amb força,Catalunya,32,8,40
12,desembre,2017,Pèrdua d'objectes,Catalunya,137,33,170
1,gener,2018,Danys,Catalunya,114,9,123
1,gener,2018,Falta de danys,Catalunya,,1,1
1,gener,2018,Falta de furt,Catalunya,,13,13
1,gener,2018,Furt,Catalunya,383,71,454
1,gener,2018,Pèrdues i diversos,Catalunya,110,27,137
1,gener,2018,Robatori amb força interior vehicle,Catalunya,19,10,29
1,gener,2018,Robatori amb violència i/o intimidació,Catalunya,21,2,23
1,gener,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,11,,11
1,gener,2018,Sense especificar,Catalunya,1,6,7
1,gener,2018,Robatori amb força,Catalunya,19,4,23
1,gener,2018,Pèrdua d'objectes,Catalunya,90,8,98
2,febrer,2018,Danys,Catalunya,97,30,127
2,febrer,2018,Falta de danys,Catalunya,,2,2
2,febrer,2018,Falta de furt,Catalunya,,23,23
2,febrer,2018,Furt,Catalunya,345,95,440
2,febrer,2018,Pèrdues i diversos,Catalunya,192,26,218
2,febrer,2018,Robatori amb força interior vehicle,Catalunya,19,7,26
2,febrer,2018,Robatori amb violència i/o intimidació,Catalunya,42,5,47
2,febrer,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,3,16
2,febrer,2018,Sense especificar,Catalunya,2,12,14
3,març,2018,Danys,Catalunya,85,24,109
3,març,2018,Falta de danys,Catalunya,,3,3
3,març,2018,Falta de furt,Catalunya,,25,25
3,març,2018,Furt,Catalunya,383,95,478
3,març,2018,Pèrdues i diversos,Catalunya,205,44,249
3,març,2018,Robatori amb força interior vehicle,Catalunya,16,8,24
3,març,2018,Robatori amb violència i/o intimidació,Catalunya,36,6,42
3,març,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,4,17
3,març,2018,Sense especificar,Catalunya,1,5,6
4,abril,2018,Danys,Catalunya,71,16,87
4,abril,2018,Falta de danys,Catalunya,,2,2
4,abril,2018,Falta de furt,Catalunya,,21,21
4,abril,2018,Furt,Catalunya,351,87,438
4,abril,2018,Pèrdues i diversos,Catalunya,208,47,255
4,abril,2018,Robatori amb força interior vehicle,Catalunya,23,3,26
4,abril,2018,Robatori amb violència i/o intimidació,Catalunya,38,5,43
4,abril,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,6,22
4,abril,2018,Sense especificar,Catalunya,1,8,9
5,maig,2018,Danys,Catalunya,102,21,123
5,maig,2018,Falta de furt,Catalunya,,30,30
5,maig,2018,Furt,Catalunya,363,82,445
5,maig,2018,Pèrdues i diversos,Catalunya,269,49,318
5,maig,2018,Robatori amb força interior vehicle,Catalunya,24,14,38
5,maig,2018,Robatori amb violència i/o intimidació,Catalunya,34,16,50
5,maig,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,7,20
5,maig,2018,Sense especificar,Catalunya,1,7,8
5,maig,2018,Furt interior vehicle,Catalunya,,1,1
6,juny,2018,Danys,Catalunya,105,17,122
6,juny,2018,Falta de danys,Catalunya,,2,2
6,juny,2018,Falta de furt,Catalunya,,22,22
6,juny,2018,Furt,Catalunya,477,101,578
6,juny,2018,Pèrdues i diversos,Catalunya,189,47,236
6,juny,2018,Robatori amb força interior vehicle,Catalunya,23,5,28
6,juny,2018,Robatori amb violència i/o intimidació,Catalunya,44,12,56
6,juny,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,9,6,15
6,juny,2018,Sense especificar,Catalunya,,5,5
7,juliol,2018,Danys,Catalunya,122,23,145
7,juliol,2018,Falta de danys,Catalunya,,7,7
7,juliol,2018,Falta de furt,Catalunya,,24,24
7,juliol,2018,Furt,Catalunya,484,122,606
7,juliol,2018,Pèrdues i diversos,Catalunya,231,63,294
7,juliol,2018,Robatori amb força interior vehicle,Catalunya,28,16,44
7,juliol,2018,Robatori amb violència i/o intimidació,Catalunya,51,12,63
7,juliol,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,23,6,29
7,juliol,2018,Sense especificar,Catalunya,,9,9
8,agost,2018,Danys,Catalunya,97,22,119
8,agost,2018,Falta de danys,Catalunya,,1,1
8,agost,2018,Falta de furt,Catalunya,,22,22
8,agost,2018,Furt,Catalunya,380,76,456
8,agost,2018,Pèrdues i diversos,Catalunya,222,51,273
8,agost,2018,Robatori amb força interior vehicle,Catalunya,26,15,41
8,agost,2018,Robatori amb violència i/o intimidació,Catalunya,42,9,51
8,agost,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,1,14
8,agost,2018,Sense especificar,Catalunya,,6,6
9,setembre,2018,Danys,Catalunya,92,20,112
9,setembre,2018,Falta de danys,Catalunya,,1,1
9,setembre,2018,Falta de furt,Catalunya,,31,31
9,setembre,2018,Furt,Catalunya,465,100,565
9,setembre,2018,Pèrdues i diversos,Catalunya,216,52,268
9,setembre,2018,Robatori amb força interior vehicle,Catalunya,24,5,29
9,setembre,2018,Robatori amb violència i/o intimidació,Catalunya,48,11,59
9,setembre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,8,22
9,setembre,2018,Sense especificar,Catalunya,,5,5
10,octubre,2018,Danys,Catalunya,100,27,127
10,octubre,2018,Falta de furt,Catalunya,,23,23
10,octubre,2018,Furt,Catalunya,490,88,578
10,octubre,2018,Pèrdues i diversos,Catalunya,242,64,306
10,octubre,2018,Robatori amb força interior vehicle,Catalunya,18,9,27
10,octubre,2018,Robatori amb violència i/o intimidació,Catalunya,60,24,84
10,octubre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,20,6,26
10,octubre,2018,Sense especificar,Catalunya,,2,2
11,novembre,2018,Danys,Catalunya,123,31,154
11,novembre,2018,Falta de danys,Catalunya,,4,4
11,novembre,2018,Falta de furt,Catalunya,,18,18
11,novembre,2018,Furt,Catalunya,514,103,617
11,novembre,2018,Pèrdues i diversos,Catalunya,262,56,318
11,novembre,2018,Robatori amb força interior vehicle,Catalunya,26,6,32
11,novembre,2018,Robatori amb violència i/o intimidació,Catalunya,59,35,94
11,novembre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,29,8,37
11,novembre,2018,Sense especificar,Catalunya,,3,3
11,novembre,2018,Furt interior vehicle,Catalunya,,1,1
12,desembre,2018,Danys,Catalunya,86,29,115
12,desembre,2018,Falta de danys,Catalunya,,3,3
12,desembre,2018,Falta de furt,Catalunya,,32,32
12,desembre,2018,Furt,Catalunya,498,92,590
12,desembre,2018,Pèrdues i diversos,Catalunya,254,53,307
12,desembre,2018,Robatori amb força interior vehicle,Catalunya,34,4,38
12,desembre,2018,Robatori amb violència i/o intimidació,Catalunya,58,30,88
12,desembre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,7,23
12,desembre,2018,Sense especificar,Catalunya,,7,7
1,gener,2019,Danys,Catalunya,113,19,132
1,gener,2019,Falta de danys,Catalunya,,6,6
1,gener,2019,Falta de furt,Catalunya,,18,18
1,gener,2019,Furt,Catalunya,438,114,552
1,gener,2019,Pèrdues i diversos,Catalunya,282,63,345
1,gener,2019,Robatori amb força interior vehicle,Catalunya,33,13,46
1,gener,2019,Robatori amb violència i/o intimidació,Catalunya,50,26,76
1,gener,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,5,19
1,gener,2019,Sense especificar,Catalunya,6,6,12
2,febrer,2019,Danys,Catalunya,91,24,115
2,febrer,2019,Falta de danys,Catalunya,,7,7
2,febrer,2019,Falta de furt,Catalunya,,14,14
2,febrer,2019,Furt,Catalunya,405,94,499
2,febrer,2019,Pèrdues i diversos,Catalunya,215,51,266
2,febrer,2019,Robatori amb força interior vehicle,Catalunya,28,9,37
2,febrer,2019,Robatori amb violència i/o intimidació,Catalunya,45,16,61
2,febrer,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,22,4,26
2,febrer,2019,Sense especificar,Catalunya,1,4,5
3,març,2019,Danys,Catalunya,110,26,136
3,març,2019,Falta de danys,Catalunya,,4,4
3,març,2019,Falta de furt,Catalunya,,20,20
3,març,2019,Furt,Catalunya,518,112,630
3,març,2019,Pèrdues i diversos,Catalunya,251,55,306
3,març,2019,Robatori amb força interior vehicle,Catalunya,30,9,39
3,març,2019,Robatori amb violència i/o intimidació,Catalunya,52,20,72
3,març,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,27,9,36
